text,label
I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,hate
What I meant was blacks are the oldest living humans on earth .,noHate
"Oil on canvas , 60 x 70 cm .",noHate
I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,hate
Any expressing of their homosexuality outside their home however must be stopped .,hate
"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .",hate
Their is a group of people behind the scenes orchestrating your destruction and they are using non Whites as tools to accomplish their agenda .,hate
When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,hate
That 's every groid 's wish anyways .,hate
I 'm just pointing out our version of mercy and the God of the Bible are not even close to the same thing .,noHate
Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,hate
One the Chinese get there teeth into a country that s it they take over .,hate
It is hard to say what is going to happen however one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .,noHate
It would be great if we could get every last white out of there so no one would be there to fix things .,hate
The problem is there 's so many white liberal self hating traitors on the same side as the Jews and nonwhites .,hate
An ape without a penis will never be able to pass it on to others .,hate
"The measurements given in that ad are whacked .. it says house #1 and #2 are 7,000 sq feet !",noHate
See the pattern .,noHate
"Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .",hate
EdgefieldDaily.com l Wanted Sex Offender,noHate
X ) `` Stone Family Band : with new in-law at far left and new future in-law at far right .,noHate
I noticed that that that was your first post .,noHate
Tereasa,noHate
Check out the link in my sig brother .,noHate
The Bear Sterns Report on Illegal Immigration Stormfront National Vanguard David Duke American Renaissance,noHate
Will someone kindly tell me how to enter my signature ?,noHate
Home Schooling is the best option .,noHate
DISGUSTING .,noHate
"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .",hate
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,hate
"Denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) Good job Denmark !",hate
It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .,noHate
WTF are you laughing ' Groid The Jews are just using you Monkeys Get lost go eat some watermelon and shoot some dice or something .,hate
I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,hate
It's going to take everyone working together to beat the New World Order .,hate
I guess it is all Jews because that rabbi guy who says we must to serve Jews was a Iraqi Jew .,hate
"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",hate
I have taken THAT particular test like ten times before .,noHate
"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",noHate
"We should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''",hate
You can have it completely for free !,noHate
Or hide it behind a link or something ?,noHate
Eric Denson of Springfield pleads innocent to stabbing of Cathedral High School senior Conor Reynolds | Massachusetts Local News - MassLive.com,noHate
I put sports drinks in them on longer rides and keep water in the Camelback .,noHate
Next week is Thanksgiving .,noHate
"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",hate
OP is a faggot .,noHate
This truly goes to show that non whites will follow whites anywhere .,hate
17 days since Halloween .,noHate
General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,hate
This might take the cake of the biggest load of bullsh ! t the Jews have tried to pass by the goyim .,hate
"Behind every avatar is an actual person , and we can even meet .",noHate
Hitler was about as Jewish as a Negro is a Chinaman .,noHate
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .",hate
PM me !,noHate
"It's to bad that there is n't anything like this anymore , Id sure join if there was .",noHate
I hate the term black in reference to the Niggardly kind .,noHate
"Good going libtards , you ruined Rhodesia .",hate
We stopped and looked at each other like `` WTF ??!,noHate
"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",hate
If I feel threatened especially by these fools you can bet I 'll be just as quick to kill as they are .,hate
Exactly if there was a network of devoted white nationalists across Canada there 's no knowing what we could actually accomplish .,noHate
I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,hate
It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,hate
"Thanks , Greg",noHate
At this point I will assume the media is lying about everything other than a Negro being arrested for his murder .,hate
"She may or may not be a Jew but she 's certainly stupid , she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet !",hate
"I need to get this done too , but my luck I 'll find out my great-grandfather was an IDF General .",noHate
Liberal is just the PC word for Rapist .,hate
Bomber-Bike Project at 20 .,noHate
It sounds like you are at the very beginning of the immigration problem .,noHate
Swim back to Liberia--with a jew under each arm !,hate
Pornography and prostitution should be outlawed as the jewish filth that it is . _ _ _ _ _ _ _ _ _ nazi.org.uk,hate
Why would I want to contribute to the Kneegrow and spic 's wellbeing ?,hate
For more on The Knight 's Party .,noHate
It 's summer and I have a lot of time on my hands with a work break .,noHate
"No, it`s untrue .",noHate
No but I was typing fast and must 've pushed shift too early ( since you need to push shift to use the ? symbol ),noHate
Definitely going to do that !,noHate
"They instead decide by convenience , low risk , and unenlightened self-interest .",hate
Because behaving like civilized and educated person is `` to white '' for negroes .,hate
dont screw your life up because of some stupid little fight by using a weapon .,noHate
Or are the CIA and FSB on the same team ?,noHate
So even if it was shown n a bad light I would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,hate
About 1000 of Israely military specialists voluntary ( they say so ) served in Georgian army.To prepare the assault on Tshinvaly .,noHate
Jackie Evancho - Lovers - House of Flying Daggers - HD - YouTube,noHate
I saw it on friday Thats just about the right impression ( i believe ) one should have about them .,noHate
When the tea party people have a event and very few minorities show up its the White tea party people who are racist .,noHate
The last time I heard of anyone beating anyone up is when the guys down in miami from wctoc were arrested for doing there duty .,noHate
I dont believe i or anyone living today brought you here or wanted you here .,hate
There was not one white child amongst them .,noHate
A wind of change is starting to blow .,noHate
And im sure theres a lot more people that would do the same .,noHate
"Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .",noHate
"Hello Thomas & welcome to SFBritain Good to have another young lad on board .. have a look through the youth section , good info .",noHate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
"Hey, hey now let 's not bury this so fast .",noHate
Interesting .,noHate
It's their birth rate that people always forget .,noHate
"Here is a video of the event that is worth watching just to see a beautiful White lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",hate
Holocaust is a Holohoax .,hate
"The whites and the asians evoluated , and the blacks are still behind .",hate
Homosexuals should stay in the closet .,hate
man as that video went along i got more and more fearful that there would be a tag at the end stating all in the video had been assaulted or murdered. glad it turned out better than that .,noHate
On second thought they wo n't report it at all .,noHate
R1b is the most common haplotypes defining the Europeans,noHate
"Like it or not , and I certainly do n't , but Ireland , especially NI is littered with memorials to , and even statues of , red terrorists .",hate
"One thing you seemingly cannot grasp--that JEWS themselves are messiah , and their kingdom is earthly .",hate
"Woodstock is flanked by multicultural hell London and multicultural hell Kitchener , its a hopeless cause .",noHate
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,hate
All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,hate
"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",hate
So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .,hate
"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube",noHate
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",hate
I've posted a thread in Stormfront Latin to help spread the WNPS and too see if we can get more translations .,noHate
Also i would have no problem if Spain sent back the hundreds of thousands of Brits back home we dont have a right to flood a country like that with our folk .,noHate
It ai n't right unless it 's White .,hate
The anti-whites have been using education for decades to brainwash Whites against their own race .,hate
Angela Spain was murdered in her home by a drifter negro .,hate
Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,noHate
"You 're worried about affirmative action and liberals , that 's your spot .",hate
Pm me so we can chat further if you wish .,noHate
The doctors of ju-ju and voodoo seem to have left their mud huts and moved into office buildings built by White people in cities built by White people .,hate
http://rnebarkashov.ru/foto/ff009.jpg,noHate
I guess I would be destined for the gas chambers .,hate
This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,hate
"Yeah, but I should mention that a few places there , like Beaver Falls and Aliquippa , are chock-full of filthy -- and I mean filthy -- n * * * * * s .",hate
"I havent seen a white security gaurd for years.although i did see a black security gaurd chasing a lithuanian shoplifter a few weeks ago it was hilarious.i was waiting to cross the road when i saw this guy run from the shop with a bag full of meat and cheese , he got two steps out of the shop and tripped up the bag fell in the road with the shoplifter almost getting run over , he got straight up and run like the wind chased by security ( who failed to catch the thief )",noHate
Therefore they had to practice slavery before all other races .,hate
Aragorn,noHate
Thank the Gods she has chosen to go with her own kind .,hate
Excellent idea .,noHate
They only know how to destory our civilization .,hate
That 's the Norweigian black metal band Emperor .,noHate
( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .,hate
"I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe .",hate
Yep That Is a great Movie But My favorite Is Утомленные солнцем I was actualy wacing it yesturday A verry verry Powerful Film 2508,noHate
Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,hate
If interested email me at claw9165@yahoo.com,noHate
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,hate
Yeah I think they 'd be much better off back home .,hate
This video on british becoming a minority is so awful ill never watch it again .,noHate
"This is a sickening trend , even in countries like mine where there are not many Negroes they do this and all because of the sickening media brainwashing .",hate
I believe these apes may be on to something by chopping off penises to cure aids .,hate
What alternative do you have other than kill the black policeman and every black cop you can until they get you .,hate
Very informative .,noHate
"A white against all other color war must happen to rid America , but will it ever happen and would it be successful ?",noHate
That is why I asked for I figured you would be eithre very wee or very not so wee .,noHate
I wonder if we 'll see any pictures of cops with garlands round their necks dancing with the natives this year ?,noHate
We do n't need such scum .,hate
Want a libtard to oppose abortion ?,hate
Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,hate
A has been from a genre called `` grunge rock '' AKA sheety music popular around 20 years ago I did n't like them then and now ... same consensus Pearl Jam - Jeremy - YouTube,noHate
"And yes , they will steal anything from whites because they think whites owe them something , so it 's ok to steal .",hate
They are culturally raping european countries in every way .,hate
"As the saying goes , you can take the ape out of the jungle , but you ca n't take the jungle out of the ape .",hate
"And it ai n't your daddy 's New World Order either , more like a Jew World Order .",hate
You know if you get past all of there violent animal acts of intimidation they have a soft jaw !,hate
"Thank you for your kind words , hope to meet you in the new white world one day soon .",hate
"They mutilate their own , and they do their best to see to it that those whom they see as their goyim slaves are also marked ....",hate
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",hate
Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,hate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",hate
I still have bottle cages on most of my bikes .,noHate
I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,noHate
"The problem is in blacks ' heads , but hey , you have already known that .",hate
Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,hate
"They ca n't survive without us , but they do us nothing but harm .",hate
Click below for a FREE download of a colorfully illustrated 132 page e-book on the Zionist-engineered INTENTIONAL destruction of Western civilization .,hate
I have no idea of how many might be here .,noHate
"Also, it 's so sad to see so much pre made crap in their grocery buys .",noHate
I can give you her Skype and she will answer all your questions .,noHate
"I know exactly what you 're saying , I just hate to see those worthless apes benefit from the great things that whites do .",hate
"Norway : 3.3 ( 2001 ) , 3.9 ( 2002 ) , 3.5 ( 2003 ) , 1.8 ( 2004 ) . ( assuming population of 4.5 million ) Sweden : 2.6 ( 2001 ) , 3.7 ( 2002 ) , 3.5 ( 2003 ) , 2.6 ( 2004 ) . ( assuming population of 8.9 million ) Iceland is at about 0.2 .",noHate
I used to enter horse competitions until I was thrown off one and broke my leg .,noHate
And the sad thing is the white students at those schools will act like that too .,hate
"Now, young man !",noHate
"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant .",noHate
Lying Marxists !,hate
Black and Asian immigrants who are coming in and those who were borne here and their breading patterns are the threat to our gene pool and not other white Europeans such as polish people .,hate
i used to post on here a few years back as kruger but for some reason i cant register with that name so here goes with the new one 88 to all i know and to those i will meet,noHate
"Find other gardeners , wild plant enthusiasts , and fellow believers in your area who you can band with .",noHate
"You do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",noHate
That's all I needed to hear .,noHate
"Latha math dhuibh agus dè tha dol agad fhèin , a Phàdruig/Hello Pat , how are you ?",noHate
Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,hate
"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",hate
"May they just need to turn these savages loose , justice will take care of itself .",hate
"Gay marriage has no place in any society , regardless of your race and culture.It destroys , morals , values , and the future of your offspring that will keep your race and culture alive.Regardless of your race and culture , homosexuality and gay marriage is the genocide of mankind .",hate
"the kind of perversion that leads to homosexuality also leads to pedophilia. why take the risk , and even if the homosexuals turned out not to be pedophiles why would anyone want a child to live with two perverts .",hate
"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",hate
I've followed Mr. Kievsky 's adventures through VNN for the last couple years .,noHate
"More likely they 're afraid of having to marry and deal with a snotty GI-Jane-dyke , only to be dragged into court and have the kids and house taken a few years later .",noHate
http://www.abc25.com/Global/story.asp ? S = 5352185 Non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,hate
"When the non-whites come we should stand together and send em packing , like they do to us .",hate
"Saul Kassin : `` False confessions '' https : //www.youtube.com/watch ? v = JDRRwFfJKkw The Vera Institute of Justice 's Neil A. Weiner Research Department Speaker Series presents Saul Kassin , Distinguished Professor of Psychology at John Jay College of Criminal Justice .",noHate
"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",hate
"And all those holes below 40,000 feet are filled with oil instead of water .",noHate
The idea that homeschooled kids do n't get socialized is ludicrous .,noHate
"I caught this on youtube , I 'm sure someone has posted this at some point on here but it deserves reiteration .",noHate
Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .,hate
The Neolithic farmers who migrated into Europe originated in Anatolia .,noHate
I've been following the events in Ukraine and have noticed some troops using the SKS .,noHate
I going to get homeschooled tired of looney lefty teachers and the negroes,hate
"oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .",hate
When they sent n iggers to space the space ships started blowing up .,hate
Invictus Press Home Page,noHate
The students should be able to express themselves .,noHate
KC skin boy looking for KC skin girl .,noHate
"It 's a nationalist site as well , maybe give them a try !",noHate
"The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .",noHate
that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,hate
"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",hate
Dare to speak out in a country with supposed free speech and you 're labelled a bigot !,noHate
I cannot imagine how revolting it must be - the PC dialogue at your university -- idolizing athletes who dont belong in college -- white women getting pregnant with freaks,noHate
"88 all , this is my first post and i 've read this whole thread so i guess I have a few comment 's , let 's start , shall we ?",noHate
You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings,hate
I read a few things about him awhile back and he is far to the left as so many of them are .,noHate
Excellent Article !! * * * * * Why Were n't They In Jail ?,noHate
"Do ` F * ck with our families , buckwheat !!",noHate
White town saved by the magic negroes of Afreakkaland .,hate
Maybe you should look there or just move here to miss. Or more specifically Tupelo .,noHate
Little kids all decked out in their costumes .,noHate
Someone Please Tell me what can be done or which people to tell that the Mexicans and or other hispanics here are undercutting price quotes on Good working People .,hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .",hate
I do n't know about you but I rather fight a 2m swedish male than a 1.70m asian kung fu expert .,noHate
"YouTube - Brussels on 9/11 : For a free Europe , against Islamization",hate
What makes it suck are the Jews that run it and the Blacks that play in it .,hate
I thought there was talk not too long ago about Putin extending the terms to stay in office ?,noHate
Apparently the Jews ca n't take it when the truth is spoken about them .,hate
You could try looking at the National socialist and Fascist Resource Centre at http://www.ufc.co.uk They cover a whole range of educational material .,noHate
Seeing the teams of white nations have black players in their ranks is a depressing site to see.They should be representing the best of our nations not the worst,hate
I' v checked them out but could n't find much but apparently they have presence in Britain .,noHate
We do not want `` assimilation '' .,hate
Nothing happened except I got an 88 % on the paper .,noHate
"I enjoyed playing the game when I was a kid , but I never enjoyed watching it on TV .",noHate
"We all know that when their are too many ethnics , the neighbourhood soon turn 's into a slum .",hate
"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",hate
No need to allow FACTS to get in the way of a good White guilt message ! ... and the jew laughs loudly !,hate
"hi read your post and my name is james from australia , and would like to well write to such a pleasent person as yourself have a nice day !",noHate
I live in AR .,noHate
I went outside and the niglet 's mom told me my daughter had hit her first .,hate
Maybe spread some HATE and intolerance ?,hate
This is ARKANSAS they have no right to smell up my place with their chinese restaurant BO ~ ▲ RESTORE ORDER ▲ ~,hate
If anyone can tell what happened on this lake ?,noHate
"Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want .",hate
"YouTube - Teacher Attacked for Being White 9 year old attacks white teacher , explicitly `` because she was white . ''",noHate
They do not want all of us to find out how she was raped and tortured .,noHate
"Hey, I 'm looking to meet new people maybe find myself a nice white boy .",noHate
"Thanks to the imported filth that , like our land under its current occupation .",hate
"About the Chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .",hate
American Media appears to have a blackout on these developments .,noHate
That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .,hate
Apparently young kids pick languages up very quickly .,noHate
We just do n't like what we see .,noHate
"I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .",hate
2508,noHate
It 's just the way they are .,hate
"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?",noHate
The islamic disease is even more dangerous than the more obvious black or yellow disease .,hate
They almost always choose to identify with blacks more than whites .,noHate
Amen brother ..... you did say it like you been there ... they talk crap and if you show fear they 'll be on ya fast .,noHate
"Indeed, now they just need to feed themselves , educate themselves , police themselves ad nauseum ......",hate
The kind of savagery against females that has become expected from negroids in todays society ...,hate
Seems none of these pinheads wanted to get dirty .,noHate
He got what he deserved .,hate
This is my next read .,noHate
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",hate
I have to say I was shocked when he said the kids at his ( Junior ) school spoke 31 different languages and teachers have had to devise a system of hand signals to communicate !,noHate
how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?,hate
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",hate
Thank you brother .,noHate
Hopefully they will get deportation orders and be on the next flight back to Cairo .,hate
I can get a ride to see you some time this summer if that is cool i need to get up with someone in NJ as it is his name is HAL i have talk to him but i want to meet him so when i go to see him I can stop to see you if that is ok,noHate
"An even smaller pellet is probably ideal , #4 Buck , perhaps .",noHate
Hell to have a teacher like this .,hate
I've got two knife blocks on the counter .,noHate
Perhaps people will take you more seriously if you do n't make as many grammar errors and using repulsive language .,noHate
It has everything to do with RACE .,noHate
I just wanted to say hello to The Jew is Evil .,hate
The school did not cause my much trouble because it was elementary school .,noHate
Negroids could n't put together a bake sale properly much less a work force .,hate
I mean they intentionally chose this house knowing there were white people living there .,noHate
"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .",hate
Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,hate
"I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun",noHate
Just watch them at North America and they like all black sport players and their `` slang '' .,hate
But get the eyes wide open and lets rock attitude ... most will back off and go away ..... been there with ya !,noHate
"I want to have 3 children ! 2 girls and 1 boy but the hardest part now is i got to try and find someone to make them with , but so far no luck",noHate
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,hate
If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .,noHate
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,hate
The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .,hate
LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,hate
What does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the White race and the destruction of western civilization which 99 % of the members of this site are concerned with ?,noHate
"Although many have asked us to put it aside in politics , this thread is for all those who see where HATE FITS IN and why WE NEED THE HATE WAVE TO CONTINUE .",hate
I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,hate
My father was born in Germany My mother 's parent 's moved from Ireland .,noHate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,hate
Maybe you 'll find it useful .,noHate
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !",hate
Or make something in the internet against thi injustice some times is hit a global repercussion and can help this .,noHate
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .",hate
Thanks for coming,noHate
The white churches ' billboards look like lunch break at the UN .,noHate
I seriously hope she dies in a fire one day .,hate
If you are not registered I think that maybe you will not be able to see this .,noHate
Stop showing off South Asian functional illiteracy .,hate
"No I do n't support Nordic Superiority , but I have no problem with Nordic people who want a pure Nordic race to exist .",noHate
All of our tim hortons are staffed by those nast filipinos and every single town is full of Indians and asians .,hate
"God bless them all , to hell with the blacks .",hate
"Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .",noHate
It seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the World .,noHate
"Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders",hate
It almost reads like something out of a science fiction novel .,noHate
"Ten to one they have a great father , too .",noHate
nobody said I like him and I dont see the reason to like him to be honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!,noHate
I reported some time ago that negroes will even strip the bricks off your home while you are away at work .,hate
"Next time you see someone with their pants falling down , just help them !",noHate
It is always nice to meet another person with roots in Kansas .,noHate
It's people like this that are the face that represents the filth of Islam .,hate
"There is nothing I would love to see more than the arrest , trial and execution of these murderous and genocidal Zionists !",hate
A pile of burned offerings .,noHate
To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!,noHate
"Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .",hate
"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",hate
They probably stole a bunch of stuff .,hate
"But as for them adopting kids , the answer is NO .",hate
"Or just stay the hell away from cheap , crap ar15s when you can get a damn reliable plinker for $ 700 brand new ......",noHate
Here's an example of red violence against patriotic St George 's Day marchers and a red site encouraging even more of it the next year . Stop the March for England 2013 ( from Rough Music ) | Brighton Anti-fascists,noHate
"Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together , as opposed to , independently .",hate
If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .,hate
it is better with a shaved head.A friend of mine was beaten really bad a year ago because they could have pulled him by his hair .,noHate
"somebody``hcf''calledputin``ahero''!lololol!This``hero''finallytransformedformersovietjewnion in ``russian''judea!In this misery-torn country-are there-70 officially billionaries , tens f thousands millionaries , and tens of millions of poor and miserable who look for their pittance at the garbage places !",hate
http://www.amv3.com/forum/viewtopic.php ? p = 5542#5542,noHate
"And hey , we have not talked about women 's mitochondriat at all ?",noHate
Aragorn,noHate
Just Google it and you 'll see what I mean .,noHate
I've often pointed out that negroes are more stupid than I can even imagine if they actually think they 're gonna win any race war .,hate
"Its simple , they want to create white guilt , .",hate
The only thing that they care about is welfare and mooching of all the rest of us .,hate
Had a run in with a JAP tonight .,noHate
They have properly learnt their Zionist lesson ...,noHate
"And theres a good chance these children will end up race mixing back into the white gene pool , mongrelizing our race .",hate
"Yes, have you seen the Pancrase tornouments in Japan ?",noHate
"God, it is sickening to see these young lives taken by feral negroes .",hate
"Africans are tall , thin and lanky and pretty ugly beasts . ... and I 'm just being kind .",hate
"the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse",hate
I do n't go line dancing but I listen to country and want to live on a ranch or farm,noHate
If we do n't act soon they will bread us out .,hate
I noticed a lot of fat little white girls with monkey boyfriends .,hate
I tried to sign up there once & they refused to activate my account .,noHate
"Agreed! rep will have to wait though .. Cheap money , massive bailouts of crony banksters , manipulated employment figures , etc , etc , ..",noHate
I'm sure the negro had it coming .,hate
The above poster is correct when we stop supporting then they 're in terrible danger .,noHate
Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags,hate
"Pathological killers , they are .",hate
"I'm more of a grappler than a striker , I would lunge out with a windpipe grab and bring them down to the floor .... my record for KO' ing someone with a choke is currently 3 secs",noHate
I have a dominant personality and I look for the same thing in girls .,noHate
The Jewish race is without any doubt the greatest threat to the survival of the White race .,hate
"I do n't blame you , all the yucky nonwhite DNA pawing your food as they pass it over the UPC scanner , disgusting .",hate
"Border fence , what border fence ?",noHate
If her eyes linger ................................... she 's yours .,noHate
