,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
72596,18331,The amount of evil in that little meeting could be felt through the mere looking at the picture... fucking hell.,0,0,0,0,,,,,,,,,,
72850,20492,"Hello people, been a while ",0,0,0,0,,,,,,,,,,
72851,20492,"Hello people, been a while ",0,0,0,1,,,,,,,,,,
72923,3961,"Then the man says, ""I'd like a second opinion"" the doctor said ""OK, I can see your ass crack too"".",0,0,0,0,,,,,,,,,,
72925,3961,"Then the man says, ""I'd like a second opinion"" the doctor said ""OK, I can see your ass crack too"".",0,0,0,1,,,,,,,,,,
72955,9667,The Jacksonville shooter was a raging liberal who routinely went after Trump supporters online  If he was a Republican or Trump voter it would be headline news and the media would blame Trump for inciting violence in our society,0,0,0,0,,,,,,,,,,
72957,9667,The Jacksonville shooter was a raging liberal who routinely went after Trump supporters online  If he was a Republican or Trump voter it would be headline news and the media would blame Trump for inciting violence in our society,0,0,0,1,,,,,,,,,,
72965,12435,Q: What's the difference between a Man-U fan and a Vibrator? ,0,0,0,1,,,,,,,,,,
72966,12435,Q: What's the difference between a Man-U fan and a Vibrator? ,0,0,0,0,,,,,,,,,,
73060,23099,Two Syrian Woman Murdered in the UK… ,0,0,0,0,,,,,,,,,,
73061,23099,Two Syrian Woman Murdered in the UK… ,0,0,0,1,,,,,,,,,,
73148,9616,Well fuck. They'll just chase us? Eff that.  ,0,0,0,1,,,,,,,,,,
73149,9616,Well fuck. They'll just chase us? Eff that.  ,0,0,0,0,,,,,,,,,,
73189,15556,You cleaned your shit cleaning finger off in here again. It's all over here. And here !  And here !,0,0,0,1,,,,,,,,,,
73190,15556,You cleaned your shit cleaning finger off in here again. It's all over here. And here !  And here !,0,0,0,0,,,,,,,,,,
73238,21586,I guess they forgot Balls. You know the kind that keep you from being afraid of angry bitches. ,0,0,0,1,,,,,,,,,,
73239,21586,I guess they forgot Balls. You know the kind that keep you from being afraid of angry bitches. ,0,0,0,0,,,,,,,,,,
73309,6557,"arrrrrrggggggggg what the fuck, vai toma no cu",0,0,0,0,,,,,,,,,,
73310,6557,"arrrrrrggggggggg what the fuck, vai toma no cu",0,0,0,1,,,,,,,,,,
73327,8725,"EPA's LISA JACKSON ""disappeared"" - when SCANDAL broke about Jackson using false identities sending emails to environmental groups that filed lawsuits against US Government - under Usurper Obama/Soetoro.",0,0,0,0,,,,,,,,,,
73328,8725,"EPA's LISA JACKSON ""disappeared"" - when SCANDAL broke about Jackson using false identities sending emails to environmental groups that filed lawsuits against US Government - under Usurper Obama/Soetoro.",0,0,0,1,,,,,,,,,,
73354,14068,Sanger just provided the means. Definitely not defending her...Hitler was very interested in Sanger's work also.,0,0,0,1,,,,,,,,,,
73355,14068,Sanger just provided the means. Definitely not defending her...Hitler was very interested in Sanger's work also.,0,0,0,0,,,,,,,,,,
73966,11452,You mean you're too stupid to learn how to swallow a pill.  That's something to really brag about.,0,0,0,1,,,,,,,,,,
73967,11452,You mean you're too stupid to learn how to swallow a pill.  That's something to really brag about.,0,0,0,0,,,,,,,,,,
74002,14513,And they call that holllllyyyyyy shittttt 😂😂😂😂😂😂,0,0,0,1,,,,,,,,,,
74003,14513,And they call that holllllyyyyyy shittttt 😂😂😂😂😂😂,0,0,0,0,,,,,,,,,,
74124,1593,"this myth has me satisfied with how to regard the jews; short of it is that Jehova was a pseudo-deity & the 'covenant' with the Jews was a lie; Jehova, chief of the astral parasite 'archon' infected (((them))); (((they're))) mentally ill; to be quarantined. https://youtu.be/Os18858XkBo",0,0,0,1,,,,,,,,,,
74125,1593,"this myth has me satisfied with how to regard the jews; short of it is that Jehova was a pseudo-deity & the 'covenant' with the Jews was a lie; Jehova, chief of the astral parasite 'archon' infected (((them))); (((they're))) mentally ill; to be quarantined. https://youtu.be/Os18858XkBo",0,0,0,0,,,,,,,,,,
74155,5434,New Release! It's time to shut the Engines down. Political power must be abolished. An argument for anarchism. Engines of Domination 2018 Director’s Cut: https://www.youtube.com/watch?v=_WZ40iYPNFQ,0,0,0,1,,,,,,,,,,
74156,5434,New Release! It's time to shut the Engines down. Political power must be abolished. An argument for anarchism. Engines of Domination 2018 Director’s Cut: https://www.youtube.com/watch?v=_WZ40iYPNFQ,0,0,0,0,,,,,,,,,,
74195,10756,Melo: Not with the shits @MickstapeShow https://t.co/VozA0lwRht,0,0,0,0,,,,,,,,,,
74196,10756,Melo: Not with the shits @MickstapeShow https://t.co/VozA0lwRht,0,0,0,1,,,,,,,,,,
74238,17053,"At least he didn’t end up in a van down by the river, lol !!",0,0,0,0,,,,,,,,,,
74240,17053,"At least he didn’t end up in a van down by the river, lol !!",0,0,0,1,,,,,,,,,,
74331,26504,Try over 200 MILLION. Your figures are waay off.,0,0,0,0,,,,,,,,,,
74332,26504,Try over 200 MILLION. Your figures are waay off.,0,0,0,1,,,,,,,,,,
74388,9088,These are some stupid people. Next stray cats will get to vote.,0,0,0,1,,,,,,,,,,
74389,9088,These are some stupid people. Next stray cats will get to vote.,0,0,0,0,,,,,,,,,,
74412,11707,FUCK OFF...is that freedom of speech enough even for your room-temperature IQ to understand?,0,0,0,1,,,,,,,,,,
74413,11707,FUCK OFF...is that freedom of speech enough even for your room-temperature IQ to understand?,0,0,0,0,,,,,,,,,,
74458,17072,His. His Visa was denied. Correct pronouns please.,0,0,0,0,,,,,,,,,,
74459,17072,His. His Visa was denied. Correct pronouns please.,0,0,0,1,,,,,,,,,,
74563,8731,there is Nothing good about Marx!!!,0,0,0,1,,,,,,,,,,
74564,8731,there is Nothing good about Marx!!!,0,0,0,0,,,,,,,,,,
74600,14296,"The second panel is clever; I like the blase expression on Hitler's face in context. But man, whoever drew it is gay as hell, the last panel doubtless giving the artist an erection. The stars in the third panel should be six pointed and blue.",0,0,0,0,,,,,,,,,,
74601,14296,"The second panel is clever; I like the blase expression on Hitler's face in context. But man, whoever drew it is gay as hell, the last panel doubtless giving the artist an erection. The stars in the third panel should be six pointed and blue.",0,0,0,1,,,,,,,,,,
74606,15441,"Or any other Kelloggs  shit, your body will thank you ",0,0,0,1,,,,,,,,,,
74607,15441,"Or any other Kelloggs  shit, your body will thank you ",0,0,0,0,,,,,,,,,,
74644,23211,Did you see the two priest's in Miami caught buggering each other.,0,0,0,0,,,,,,,,,,
74646,23211,Did you see the two priest's in Miami caught buggering each other.,0,0,0,1,,,,,,,,,,
74650,25398,"FUCKEN, HA HA I just spit on my monitor laughing, reading this post.",0,0,0,0,,,,,,,,,,
74651,25398,"FUCKEN, HA HA I just spit on my monitor laughing, reading this post.",0,0,0,1,,,,,,,,,,
74654,26111,"Virtue Signaling isn't a metaphor, it is an adjective- that in this case modifies the noun ""crap"". Stupid fucking boomer.",0,0,0,1,,,,,,,,,,
74655,26111,"Virtue Signaling isn't a metaphor, it is an adjective- that in this case modifies the noun ""crap"". Stupid fucking boomer.",0,0,0,0,,,,,,,,,,
74673,1398,Yes. I SHOP for 'Made in America'.,0,0,0,1,,,,,,,,,,
74674,1398,Yes. I SHOP for 'Made in America'.,0,0,0,0,,,,,,,,,,
74688,3681,"faggot until Levis starts sending militias to take your weapons they aren't doing shit ""against the second amendment"" . they're just standing behind the majority of people likely to buy their product. If most Americans were pro-gun it'd be the opposite it's all empty marketing. ",0,0,0,1,,,,,,,,,,
74713,6052,"   Now I am alone. Oh, what a rogue and peasant slave am I!",0,0,0,1,,,,,,,,,,
74714,6052,"   Now I am alone. Oh, what a rogue and peasant slave am I!",0,0,0,0,,,,,,,,,,
74808,16992,"English bitch, try using it.",0,0,0,1,,,,,,,,,,
74809,16992,"English bitch, try using it.",0,0,0,0,,,,,,,,,,
74827,18458,"Yes, it's still A Thing.  Tumblr is my go-to site for porn.",0,0,0,1,,,,,,,,,,
74828,18458,"Yes, it's still A Thing.  Tumblr is my go-to site for porn.",0,0,0,0,,,,,,,,,,
75021,23901,"There is nothing to fix, free speech is free speech. ",0,0,0,1,,,,,,,,,,
75022,23901,"There is nothing to fix, free speech is free speech. ",0,0,0,0,,,,,,,,,,
75024,23983,adultery is a sin shithead.,0,0,0,0,,,,,,,,,,
75027,23983,adultery is a sin shithead.,0,0,0,1,,,,,,,,,,
75031,25339,Just fuck up my shit,0,0,0,0,,,,,,,,,,
75033,25339,Just fuck up my shit,0,0,0,1,,,,,,,,,,
75040,26676,You sound no different than the bitch who did this post. God bless America. You can get away with that.,0,0,0,1,,,,,,,,,,
75041,26676,You sound no different than the bitch who did this post. God bless America. You can get away with that.,0,0,0,0,,,,,,,,,,
75077,2076,2017-06-05 - PizzaGate Money Trail Leads To John McCain https://youtu.be/9TjGB3lRQQ4 via @YouTube,0,0,0,1,,,,,,,,,,
75078,2076,2017-06-05 - PizzaGate Money Trail Leads To John McCain https://youtu.be/9TjGB3lRQQ4 via @YouTube,0,0,0,0,,,,,,,,,,
75154,15048,"Makeup is such bullshit. I mean, I can appreciate tasteful makeup but god damn come on.",0,0,0,0,,,,,,,,,,
75156,15048,"Makeup is such bullshit. I mean, I can appreciate tasteful makeup but god damn come on.",0,0,0,1,,,,,,,,,,
75178,18223,KEEP YOUR HATRED OFF THIS SITE FASCHIST TROLL KRUTON!,0,0,0,0,,,,,,,,,,
75180,18223,KEEP YOUR HATRED OFF THIS SITE FASCHIST TROLL KRUTON!,0,0,0,1,,,,,,,,,,
75389,15872,I'm pretty sure Q was a stupid meme passed around by a bunch of boomers who have been watching TV for far to long and can no longer bring themselves to knowtice the Jew. ,0,0,0,1,,,,,,,,,,
75390,15872,I'm pretty sure Q was a stupid meme passed around by a bunch of boomers who have been watching TV for far to long and can no longer bring themselves to knowtice the Jew. ,0,0,0,0,,,,,,,,,,
75469,26410,WATCH: Crazy Maxine Waters Brags That She Threatens Trump Supporters 'All the Time' @CassandraRules https://t.co/L1vJ2tnrnK via @gatewaypundit,0,0,0,1,,,,,,,,,,
75470,26410,WATCH: Crazy Maxine Waters Brags That She Threatens Trump Supporters 'All the Time' @CassandraRules https://t.co/L1vJ2tnrnK via @gatewaypundit,0,0,0,0,,,,,,,,,,
75534,7609,Yum. That looks delicious. I can go without food but not without pussy. ,0,0,0,1,,,,,,,,,,
75535,7609,Yum. That looks delicious. I can go without food but not without pussy. ,0,0,0,0,,,,,,,,,,
75540,9151,"Yep. That's what so funny. We all ""saw"" it backwards at first...and went, ""What the fuck""...but then figured it out.",0,0,0,0,,,,,,,,,,
75541,9151,"Yep. That's what so funny. We all ""saw"" it backwards at first...and went, ""What the fuck""...but then figured it out.",0,0,0,1,,,,,,,,,,
75546,9833,She got caught cheating bam the bitch from the sport,0,0,0,1,,,,,,,,,,
75548,9833,She got caught cheating bam the bitch from the sport,0,0,0,0,,,,,,,,,,
75674,26849," You know what they say. Every man, if he lives long enough, will get prostate cancer. Most men die of something else first, but still.",0,0,0,1,,,,,,,,,,
75675,26849," You know what they say. Every man, if he lives long enough, will get prostate cancer. Most men die of something else first, but still.",0,0,0,0,,,,,,,,,,
75847,22420,This is how the terrorists win. Memes must remain pure.,0,0,0,1,,,,,,,,,,
75848,22420,This is how the terrorists win. Memes must remain pure.,0,0,0,0,,,,,,,,,,
75854,22868,Why would your threats to mute me make me give a shit about you or your opinions! No one owes you an explanation for any views they have. Take your dumb ass back to Twitter if you can't handle free speech!,0,0,0,1,,,,,,,,,,
76100,26305,"..because the revolution, civil war, wwI, wwII , Vietnam were not a shit storm? Common, you deal with it like an adult, like a patriot. The problem with the NA is too many of you, for too many generations have not had to deal with real internal strife. it's always been overseas. Where you don't experience it. ",0,0,0,0,,,,,,,,,,
76102,26305,"..because the revolution, civil war, wwI, wwII , Vietnam were not a shit storm? Common, you deal with it like an adult, like a patriot. The problem with the NA is too many of you, for too many generations have not had to deal with real internal strife. it's always been overseas. Where you don't experience it. ",0,0,0,1,,,,,,,,,,
76242,23417,The nazis are the left ,0,0,0,1,,,,,,,,,,
76243,23417,The nazis are the left ,0,0,0,0,,,,,,,,,,
76290,1736,"Meds are not superior, neither are Nordics, Germans are not better than Slavs, neither are Slavs better than Celts. Stop this  BS. Our enemies want us ALL dead, regardless of which White tribe / region we belong to. ",0,0,0,0,,,,,,,,,,
76291,1736,"Meds are not superior, neither are Nordics, Germans are not better than Slavs, neither are Slavs better than Celts. Stop this  BS. Our enemies want us ALL dead, regardless of which White tribe / region we belong to. ",0,0,0,1,,,,,,,,,,
76338,10975,Wild. Shit has gone to far.  ,0,0,0,0,,,,,,,,,,
76340,10975,Wild. Shit has gone to far.  ,0,0,0,1,,,,,,,,,,
76372,10584,"I was stuck in a hospital bed where I was forced to watch it for two weeks! it helped me recover, as the first thing i did that I could do when I was strong enough; was to walk over and TURN THAT SHIT OFF!",0,0,0,1,,,,,,,,,,
76373,10584,"I was stuck in a hospital bed where I was forced to watch it for two weeks! it helped me recover, as the first thing i did that I could do when I was strong enough; was to walk over and TURN THAT SHIT OFF!",0,0,0,0,,,,,,,,,,
76390,20616,Stayed behind just in hopes of gettin a piece o dat white azz.,0,0,0,0,,,,,,,,,,
76391,20616,Stayed behind just in hopes of gettin a piece o dat white azz.,0,0,0,1,,,,,,,,,,
76436,27080,Slimey skunk wants to protect his own ass ,0,0,0,1,,,,,,,,,,
76437,27080,Slimey skunk wants to protect his own ass ,0,0,0,0,,,,,,,,,,
76518,8302,She was a interloper. Not a Hawaiian or a Traditional White European American. She represents everything people despise about immigrant and their offspring. We ought to admire good Jap Robert Robert Kiyosaki instead.,0,0,0,1,,,,,,,,,,
76519,8302,She was a interloper. Not a Hawaiian or a Traditional White European American. She represents everything people despise about immigrant and their offspring. We ought to admire good Jap Robert Robert Kiyosaki instead.,0,0,0,0,,,,,,,,,,
76550,10719,"I don’t know, you tell me ya prick 😂",0,0,0,1,,,,,,,,,,
76551,10719,"I don’t know, you tell me ya prick 😂",0,0,0,0,,,,,,,,,,
76581,13690,This Boomer posting is getting old.,0,0,0,1,,,,,,,,,,
76582,13690,This Boomer posting is getting old.,0,0,0,0,,,,,,,,,,
76652,21500,"i am totally upset and angry about ""angry responses to posts about nothing""!  how dare you ""had some angry responses to posts about nothing""!  if you ever ""had some angry responses to posts about nothing"" again, then- we're going to have some major problems!  :p",0,0,0,0,,,,,,,,,,
76654,21500,"i am totally upset and angry about ""angry responses to posts about nothing""!  how dare you ""had some angry responses to posts about nothing""!  if you ever ""had some angry responses to posts about nothing"" again, then- we're going to have some major problems!  :p",0,0,0,1,,,,,,,,,,
76710,27531,"The true meaning of life is to survive, and replicate individual genetics ! From a single cell organism, to the most complex life form, this is the whole truth of it ! All else derives from, and is in support of this instinctive pursuit ! Everything is rooted in this,...EVERYTHING !!! Fail in this, and your genetics become extinct !",0,0,0,0,,,,,,,,,,
76711,27531,"The true meaning of life is to survive, and replicate individual genetics ! From a single cell organism, to the most complex life form, this is the whole truth of it ! All else derives from, and is in support of this instinctive pursuit ! Everything is rooted in this,...EVERYTHING !!! Fail in this, and your genetics become extinct !",0,0,0,1,,,,,,,,,,
76851,16235,"OMG, ""SLEPT WITH,"" what bullshit.",0,0,0,0,,,,,,,,,,
76852,16235,"OMG, ""SLEPT WITH,"" what bullshit.",0,0,0,1,,,,,,,,,,
76937,25042,"Little tiny nose rings can look good on women. They make Dorsey look like a pansy-ass, soy-loving snowflake. ",0,0,0,1,,,,,,,,,,
76938,25042,"Little tiny nose rings can look good on women. They make Dorsey look like a pansy-ass, soy-loving snowflake. ",0,0,0,0,,,,,,,,,,
76984,5658,Now please STOP SPAMMING ME W PORN   YOU GOT REVENGE ON AN INNOCENT PERSON who saw THIS ONLY  GO FU K YOURSELF W NO VASELINE CUNT ASS BITCH  Post my name in that 5 times  YOU ARE WORSE THAN HIM  FUCK YOURSELF,0,0,0,1,,,,,,,,,,
76985,5658,Now please STOP SPAMMING ME W PORN   YOU GOT REVENGE ON AN INNOCENT PERSON who saw THIS ONLY  GO FU K YOURSELF W NO VASELINE CUNT ASS BITCH  Post my name in that 5 times  YOU ARE WORSE THAN HIM  FUCK YOURSELF,0,0,0,0,,,,,,,,,,
76990,6465,Trump slashing the number of rapefugees allowed to come into the US  https://www.infowars.com/us-to-slash-refugee-admission-by-33/,0,0,0,0,,,,,,,,,,
76992,6465,Trump slashing the number of rapefugees allowed to come into the US  https://www.infowars.com/us-to-slash-refugee-admission-by-33/,0,0,0,1,,,,,,,,,,
77077,17337,I didn't realize the Roman and Greek empires were created by the Catholic Church?,0,0,0,1,,,,,,,,,,
77078,17337,I didn't realize the Roman and Greek empires were created by the Catholic Church?,0,0,0,0,,,,,,,,,,
77200,11680,@RealAlexJones Love you man!  You guys are fucking kicking ass!  I hope you invest in Gab.  This is the social platform of the future.  FaceBook and YouTube are old tech.,0,0,0,1,,,,,,,,,,
77201,11680,@RealAlexJones Love you man!  You guys are fucking kicking ass!  I hope you invest in Gab.  This is the social platform of the future.  FaceBook and YouTube are old tech.,0,0,0,0,,,,,,,,,,
77233,14973,Damn!  You beat me to it!  MAGA,0,0,0,0,,,,,,,,,,
77235,14973,Damn!  You beat me to it!  MAGA,0,0,0,1,,,,,,,,,,
77267,18677,"Gun: 3+1, that's bullshit! ",0,0,0,0,,,,,,,,,,
77268,18677,"Gun: 3+1, that's bullshit! ",0,0,0,1,,,,,,,,,,
77309,25755,The Big Picture... Nothing to see here,0,0,0,1,,,,,,,,,,
77310,25755,The Big Picture... Nothing to see here,0,0,0,0,,,,,,,,,,
77431,17243,"Their next move will be to find 5 crack-whores who will do anything for money and hope they remember the lines CNN told them to say, instead of these uppity, free-thinking women types.",0,0,0,1,,,,,,,,,,
77432,17243,"Their next move will be to find 5 crack-whores who will do anything for money and hope they remember the lines CNN told them to say, instead of these uppity, free-thinking women types.",0,0,0,0,,,,,,,,,,
77498,23097,"You can plead free-thinking all you want.  But if the losers who claim the Electric Universe theory can't explain how neutrons and neutrinos and all the other uncharged particles are formed, and where they go when nothing in their Universe can influence them, they are fucked.",0,0,0,0,,,,,,,,,,
77500,23097,"You can plead free-thinking all you want.  But if the losers who claim the Electric Universe theory can't explain how neutrons and neutrinos and all the other uncharged particles are formed, and where they go when nothing in their Universe can influence them, they are fucked.",0,0,0,1,,,,,,,,,,
77579,7670,Don't know if it's legit or not but I could imagine that this lunatic bitch is just another hipocrat. ,0,0,0,1,,,,,,,,,,
77674,18261,Some guys get too deep into their mommy fantasies.,0,0,0,1,,,,,,,,,,
77675,18261,Some guys get too deep into their mommy fantasies.,0,0,0,0,,,,,,,,,,
77735,4600,Judge Jeanine's opening was great Saturday. She reminded us the protections our system of laws provides. ,0,0,0,0,,,,,,,,,,
77736,4600,Judge Jeanine's opening was great Saturday. She reminded us the protections our system of laws provides. ,0,0,0,1,,,,,,,,,,
77738,6213,It's the beginning of the rise of mediocrity and worse.  No support for merit in selections of our institutions will lead to a true life idiocracy.,0,0,0,0,,,,,,,,,,
77739,6213,It's the beginning of the rise of mediocrity and worse.  No support for merit in selections of our institutions will lead to a true life idiocracy.,0,0,0,1,,,,,,,,,,
77817,18393,Speaking truth and facts and not cow towing to liberal bullshit is not a tactic or hate.,0,0,0,0,,,,,,,,,,
77819,18393,Speaking truth and facts and not cow towing to liberal bullshit is not a tactic or hate.,0,0,0,1,,,,,,,,,,
77827,18832,A bunch of c--t heads. ,0,0,0,1,,,,,,,,,,
77839,20177,"Famous kike Money Collectors, Who needs them and Their Lies?",0,0,0,0,,,,,,,,,,
77841,20177,"Famous kike Money Collectors, Who needs them and Their Lies?",0,0,0,1,,,,,,,,,,
77872,22124,"The good thing is that the mouse utopia experiment is not exactly applicable to a whole nation since you got clusters there instead of one gigantic city like in the experiment. Best case scenario: all the shitlibs die off while those still having kids under modern conditions pass on their ""ability"" to have kids in modernity.",0,0,0,0,,,,,,,,,,
77874,22124,"The good thing is that the mouse utopia experiment is not exactly applicable to a whole nation since you got clusters there instead of one gigantic city like in the experiment. Best case scenario: all the shitlibs die off while those still having kids under modern conditions pass on their ""ability"" to have kids in modernity.",0,0,0,1,,,,,,,,,,
77981,3220,Maybe your browser is just retarded.,0,0,0,1,,,,,,,,,,
77983,3220,Maybe your browser is just retarded.,0,0,0,0,,,,,,,,,,
77990,3829,"Netherlands Prosecutes Its Own Citizen For Calling Turkish Dictator A ""Goat F*cker"" ",0,0,0,1,,,,,,,,,,
77991,3829,"Netherlands Prosecutes Its Own Citizen For Calling Turkish Dictator A ""Goat F*cker"" ",0,0,0,0,,,,,,,,,,
78006,5392,NO MORE CONCESSIONS!! TESTIFY OR SHUT THE HELL UP!!!,0,0,0,0,,,,,,,,,,
78007,5392,NO MORE CONCESSIONS!! TESTIFY OR SHUT THE HELL UP!!!,0,0,0,1,,,,,,,,,,
78024,8353,Obama's DAVID AXELROD as Campaign Manager of MUSLIM Candidate for President of Nigeria.  Campaign strategy = Christian President Johnathan Goodlucke could not protect people of Nigeria from TERRORISM & BOKO HARAM.  The Obamas knew people of Nigeria were suffering - under  BOKO HARAM  Hillary Clinton as SOS refused to place BOKO HARAM on TERRORIST WATCH LIST,0,0,0,1,,,,,,,,,,
78025,8353,Obama's DAVID AXELROD as Campaign Manager of MUSLIM Candidate for President of Nigeria.  Campaign strategy = Christian President Johnathan Goodlucke could not protect people of Nigeria from TERRORISM & BOKO HARAM.  The Obamas knew people of Nigeria were suffering - under  BOKO HARAM  Hillary Clinton as SOS refused to place BOKO HARAM on TERRORIST WATCH LIST,0,0,0,0,,,,,,,,,,
78034,9561,"In every war (except World War II, which was fought for the survival of Jewry) these same Jews have taken both sides, sold both sides the guns and uniforms and flags to wave at each other. -White Power -CDMR GLR",0,0,0,0,,,,,,,,,,
78035,9561,"In every war (except World War II, which was fought for the survival of Jewry) these same Jews have taken both sides, sold both sides the guns and uniforms and flags to wave at each other. -White Power -CDMR GLR",0,0,0,1,,,,,,,,,,
78198,24084,God damn it Shelby is just firing on all cylinders here https://t.co/QRcyvSXDTf,0,0,0,0,,,,,,,,,,
78199,24084,God damn it Shelby is just firing on all cylinders here https://t.co/QRcyvSXDTf,0,0,0,1,,,,,,,,,,
78214,26257,"Cosby wasn’t jailed because he was a sexual predator, guys! ",0,0,0,1,,,,,,,,,,
78215,26257,"Cosby wasn’t jailed because he was a sexual predator, guys! ",0,0,0,0,,,,,,,,,,
78317,6558,I'm not talking to people who don't upload a profile picture here ever again.  I can't even tell if you're talking to me because of this shitty user interface.  @a,0,0,0,0,,,,,,,,,,
78319,6558,I'm not talking to people who don't upload a profile picture here ever again.  I can't even tell if you're talking to me because of this shitty user interface.  @a,0,0,0,1,,,,,,,,,,
78376,11653,You basically belittled an entire subculture because of your own ignorance and disinterest when it comes to the event itself. I simply cannot get over how unnecessarily mean-spirited the entire article was. ,0,0,0,1,,,,,,,,,,
78377,11653,You basically belittled an entire subculture because of your own ignorance and disinterest when it comes to the event itself. I simply cannot get over how unnecessarily mean-spirited the entire article was. ,0,0,0,0,,,,,,,,,,
78410,14322,"Goodness me, my post was about the feminist movement. I don’t care what size they are. ",0,0,0,0,,,,,,,,,,
78411,14322,"Goodness me, my post was about the feminist movement. I don’t care what size they are. ",0,0,0,1,,,,,,,,,,
78688,5102,This is why they are always begging for help to fund them they write utter shit....,0,0,0,1,,,,,,,,,,
78689,5102,This is why they are always begging for help to fund them they write utter shit....,0,0,0,0,,,,,,,,,,
78743,6551,EXCUSE ME? 🤔 DID YOU NOT UNDERSTAND WHAT I SAID ABOUT WHY I WAS DISGUSTED WITH ROSEANNE FOR KISSING GEORGE SOROS'S ASS? 🤔 I AM NOT A DEMOCRAT COMMIE YOU IDIOT!!!!! 😐 ,0,0,0,1,,,,,,,,,,
78744,6551,EXCUSE ME? 🤔 DID YOU NOT UNDERSTAND WHAT I SAID ABOUT WHY I WAS DISGUSTED WITH ROSEANNE FOR KISSING GEORGE SOROS'S ASS? 🤔 I AM NOT A DEMOCRAT COMMIE YOU IDIOT!!!!! 😐 ,0,0,0,0,,,,,,,,,,
78863,9710,And if they are unarmed by own will they are morons.,0,0,0,0,,,,,,,,,,
78864,9710,And if they are unarmed by own will they are morons.,0,0,0,1,,,,,,,,,,
78955,12536,Thank you Darling ... I try to be a Southern Gentleman... But mostly a military asshole !  LMAO !!  I love all kinds of music . I don't care for Rap or the overly non understandable words of some Heavy Metal songs. ,0,0,0,0,,,,,,,,,,
78956,12536,Thank you Darling ... I try to be a Southern Gentleman... But mostly a military asshole !  LMAO !!  I love all kinds of music . I don't care for Rap or the overly non understandable words of some Heavy Metal songs. ,0,0,0,1,,,,,,,,,,
78967,13327,This bitch needs the Jo Cox treatment ,0,0,0,1,,,,,,,,,,
78969,13327,This bitch needs the Jo Cox treatment ,0,0,0,0,,,,,,,,,,
79018,14931,Cunt Ford-- ,0,0,0,0,,,,,,,,,,
79019,14931,Cunt Ford-- ,0,0,0,1,,,,,,,,,,
79119,19329,"The faggot Lindsy Graham ""You were supposedly a Bill Cosby in High School"" ",0,0,0,1,,,,,,,,,,
79120,19329,"The faggot Lindsy Graham ""You were supposedly a Bill Cosby in High School"" ",0,0,0,0,,,,,,,,,,
79126,19450,The United States Government Senate is  analyzing a high school yearbook talking about pooting and throwing up this is embarrassing for adults. What is wrong with them?! We understand him you idiots. #Grassley #Qanon,0,0,0,1,,,,,,,,,,
79127,19450,The United States Government Senate is  analyzing a high school yearbook talking about pooting and throwing up this is embarrassing for adults. What is wrong with them?! We understand him you idiots. #Grassley #Qanon,0,0,0,0,,,,,,,,,,
79170,21288,"""Jews don't play the central role in flooding our countries with these Islamics! It's THE LIBERALS!!!""",0,0,0,0,,,,,,,,,,
79172,21288,"""Jews don't play the central role in flooding our countries with these Islamics! It's THE LIBERALS!!!""",0,0,0,1,,,,,,,,,,
79196,22407,"no, he's still full fag with a good deed he can tuck under his arm",0,0,0,0,,,,,,,,,,
79197,22407,"no, he's still full fag with a good deed he can tuck under his arm",0,0,0,1,,,,,,,,,,
79306,1288,I told you to shut your baboon mouth asshole.,0,0,0,1,,,,,,,,,,
79312,1598,"Well, today was a total clusterfuck. It really demonstrated a huge late empire feel.",0,0,0,1,,,,,,,,,,
79313,1598,"Well, today was a total clusterfuck. It really demonstrated a huge late empire feel.",0,0,0,0,,,,,,,,,,
79454,10927,"This cluster fuck should never even have happened - even the Ford broad didn't want this to happen.  The Left doxed her, refused to even talk about things until long after the original Kavanaugh hearings, and basically turned this into the greatest dumpster fire in living memory. ",0,0,0,0,,,,,,,,,,
79457,10927,"This cluster fuck should never even have happened - even the Ford broad didn't want this to happen.  The Left doxed her, refused to even talk about things until long after the original Kavanaugh hearings, and basically turned this into the greatest dumpster fire in living memory. ",0,0,0,1,,,,,,,,,,
79470,11843,Sounds like the type of lefty that is campaigning to lower the age of consent. I’m sure he’ll “give a stuff” when one of our heroic paedophile hunting groups sting the wrongun. I hope he’s already feeling the affects of his support for muslim rape squads. ,0,0,0,1,,,,,,,,,,
79471,11843,Sounds like the type of lefty that is campaigning to lower the age of consent. I’m sure he’ll “give a stuff” when one of our heroic paedophile hunting groups sting the wrongun. I hope he’s already feeling the affects of his support for muslim rape squads. ,0,0,0,0,,,,,,,,,,
79516,14820,They should change the name to GoFuckMe...,0,0,0,1,,,,,,,,,,
79537,15413,Do you think Jeff Flake is being a faggot because  ,0,0,0,1,,,,,,,,,,
79539,15413,Do you think Jeff Flake is being a faggot because  ,0,0,0,0,,,,,,,,,,
79555,16162,"Soy number three has difficulty distinguishing between his left arm and right arm.  Perhaps his heart's not in it and he just went along thinking he'd 'get some' if he pretended to give a shit.  Then again,who in their right mind would want to 'get some' from the kind of wimmin who show up at these things?  ",0,0,0,1,,,,,,,,,,
79556,16162,"Soy number three has difficulty distinguishing between his left arm and right arm.  Perhaps his heart's not in it and he just went along thinking he'd 'get some' if he pretended to give a shit.  Then again,who in their right mind would want to 'get some' from the kind of wimmin who show up at these things?  ",0,0,0,0,,,,,,,,,,
