,text,class
9841,"Nah, it just turns them into sick rapists, pedophiles and slavers.",not_hate
10732,"Capitalism has not failed, the Socialists are just trying to take over. ",not_hate
2439,Pinochet's biggest fault is that he brought back democracy in Chile instead of establishing a monarchic dynasty.    #PinochetDidNothingWrong,not_hate
15783,It would not surprise me if Chuckie Boy finally shuts his mouth.,not_hate
14583,"I've always been in favour of at least some police being armed here because we were at one point the city with the worst gun crime (dunno if we are now, too lazy to check) but I guess I just hate what it's come to /end of my sad ramble",not_hate
15863,"Thank you Australia for this video, Claire Lehmann, and Quillette.https://www.youtube.com/watch?v=xdnSweR7F0Q",not_hate
11951,They have volcanos too..  :)  Not picky.,not_hate
15241,Not a good trend. https://t.co/LTDLHVusmY?amp=1,not_hate
15994,We could've told them that without any polling at all,not_hate
11842,No answers are good enough for whack jobs like you.  Do you also believe in Moloch that crazy talking owl?  Do your own research fool...not my job,not_hate
598,"United Nations Sustainable Development Goal #1 ""End Poverty"" = ""Migrant so called crisis""",not_hate
11271,Why?  Today we were told a big news day & the 15th is supposed to be so too. ,not_hate
6432,-Can any one help us find the AG?,not_hate
4995,"Any bets on who will kill more people: Hurricane Florence, or a typical weekend in Chicago? Which one will get the most press?",not_hate
2365,I am not very fond of my own opinions - the more I learn the more they are refined.,not_hate
2522,Just one of the many #Rural neighbors. ,not_hate
10232,Johnny Benitez is a fictional character you created for infiltrating and subverting the Trump movement. They shouldn't verify you as it. You're not really him.,not_hate
13339,39th episode and 3rd iteration of Breakfast!  Each one gets better than the last!!!  https://youtu.be/LCqLeuI6UXw ,not_hate
13468,A lot of little treasures getting discovered in the #Omnibus #MAGA,not_hate
10296,Since they are taking the white South African farms now they figured out they can't feed the people,not_hate
8661,Expert predicts the European Union will COLLAPSE after Brexit (fingers crossed) ,not_hate
16915,Another gain today. I should probably start weighing only once a week. ,not_hate
8856,Korean talks continue to drive for Peace  https://www.theguardian.com/world/2018/sep/19/wednesday-briefing-korean-leaders-get-peace-talks-back-on-rails,not_hate
4044,Nothing like watching a bunch of Hollywoodies verbally fellating themselves in an obscene display of self regard,not_hate
12665,"George Orwell’s operations manual in progress, telling the truth is now a hate crime...",not_hate
7381,Let's count how many players kneel during the national anthem...,not_hate
2729,So Facebook is a private company? ,not_hate
15524,MoGab https://gab.ai/groups/17d9de9b-1297-4f21-b3ca-1aeb...,not_hate
4521,I love the smell of Monrovia in the morning. It smells like success.,not_hate
5869,"Youve got Trout, Ohtani, and boy does the rest of Anaheim suck. Trade them both ffs",not_hate
18376,I love how these slimeballs start every one of their brain farts with a little condescending catchphrase. In the end takes like this just show you how heartless and void of any redeeming value they are.,not_hate
16888,The “immoral irony” behind most welfare programshttps://downsizedc.org/welfare-programs-universal-...,not_hate
17735,"The hand of the LORD will be made known to his servants, but his fury will be shown to his foes.   See, the LORD is coming with ..   Cont.  https://wp.me/p9X42q-e",not_hate
11572,AFP reports that Australia is considering fast-tracking visas for South African farmers,not_hate
7820,75% of which are Twitter mirrors,not_hate
3013,@support  tractor bot: @andykennelly,not_hate
5311,Nicholas Upchurch Shares How To Find Your Purpose #business #wealth #investing #money #realestate #podcast https://www.youtube.com/watch?v=eIKCAwhlWjU,not_hate
14447,"I have-a da eegee button ona my dek.  North Korea's Kim says 'open to dialogue' with South Korea, will only use nukes if threatened  https://kek.gg/u/s2Mr",not_hate
12044,Folks. Just a few days left to sign the petition for Free Speech. Please sign and repost. Thx https://twitter.com/HaverburghTimes/status/9867156...,not_hate
14485,"Loneliness is equivalent to smoking 15 cigarettes a day and increases the risk of death by 26-45%, which is on par with risk factors such as high blood pressure, obesity, and lack of exercise. https://www.advisory.com/research/care-transformat...",not_hate
7072,"In fact, Clay Haynes, a senior network security engineer at Twitter, stated 'It's very, very dangerous. Also, very, very creepy Big Brother-ish' about the user data Twitter collects",not_hate
12982,And past him to Soros.,not_hate
1544,The Evil Empire Strikes Back,not_hate
9489,This is something I thought I'd never say. Ever. But if and when Trump runs again in 2020 I'm voting for him. A Republican (sorta). Why? To complete the revolution and the destruction of what was the proud DNC that's now been contaminated and riddled with intellectual putrescence. ,not_hate
8505,It certainly isn't the America anyone grew up in. More the reason to carry. Got over fear of killing a human when 18. Find it gratifying when it is the right human.,not_hate
87,"To follow the tide for the 'right' way in this world is to follower your ultimate doom,to follow the tide of risk and ultimatum is to make a difference in this world.",not_hate
10921,Good Morning #PATRIOTS 🇺🇸🇺🇸🇺🇸 ,not_hate
6032,"New video, go watch https://www.youtube.com/watch?v=Vhrwjb7eF48",not_hate
9306,It's fun to make self-important academics run away from their own positions.,not_hate
12447,California's SB320: Force Public Universities To Provide ON-CAMPUS Abortions - Tyranny News https://shar.es/an8ivz,not_hate
9495,"Trump should declassify all communications between Brennan and Strzok, if they exist, which is a real possibility, given what careless clowns the two of them are. Those communications would contain much of the story of Spygate. https://spectator.org/never-forget-the-brennan-bri...?",not_hate
6657,"High T theme for the day (On Broken Wings ""Frozen Over"") https://youtu.be/FgzAgIqHpr8",not_hate
9784,Lead #Climbing World Cup Briancon semis live now finals will be live in about 22 hours 10:30 pacific. https://youtu.be/6wzUB7mtOTc,not_hate
11700,"A New Look At A Report Used To Enslave Every Man, Woman & Child In America - The Deep State's Case For Perpetual War & Their 'Blueprint For Tyranny' Exposed ",not_hate
16096,This woman protects her family. That's what mothers do.,not_hate
8425,94% of Americans don't watch the mainstream media. ,not_hate
14542,[@]SeekTruth ,not_hate
7069,Hi!,not_hate
6946,"He's not backing down from the ""mob"" word the MSM hates so much and suppresses their guests from using.  I love POTUS.",not_hate
6715,RT @liars_never_win: Bourbon in a martini glass. Not stirred or shaken.  #NationalMartiniDay,not_hate
9813,When your livelihood does not depend on the government.,not_hate
12542,"http://actoneprogram.com  Don't give up on Hollywood, they have the worlds attention, hours per day. Instead view it as a mission. Building a school in Africa is important and helps that community. Making Christian film and TV helps the world. Hollywood is spiritual warfare, let's train more fighters! #film #gabfilm #movie #TV #Hollywood #media",not_hate
1218,"Back to the deal, it is a modified version of the deal in Wadi Barada/Darayya.",not_hate
114,A Teen Vogue writer says innocent men accused of sexual assault and rape should suffer anyway. https://www.dangerous.com/36943/teen-vogue-writer-...,not_hate
18263,But it's not...,not_hate
3659,"The first time candidate I was supporting for County Commission in my county not only handily defeated the long time incumbent in the primary last night, but embarrassed him.  This just goes to show you that with a lot of hard work and determination, the swamp can be defeated.",not_hate
12274,http://euroservicedenver.com/service-and-repair-for-bmw-vehicles/ - Service for BMW Vehicles,not_hate
12700,Australian Catholic Leaders Reject Reporting Sex Abuse Heard During Confession ,not_hate
11331,and thats why i carry lead spray,not_hate
7369,"When someone steals valor, they don't just steal it from the living, they steal it from the FALLEN!  Richard Vallejos, Airborne, Ranger, Combat Diver, MSG, Green Beret… NOT!! http://guardiansofthegreenberet.com/richard-vallej... #StolenValor #GreenBerets",not_hate
2183,I'm torn about the news of that one post deleted from Gab...    But I think for the time being I will keep using this place sporadically,not_hate
1129,"Hey, GAB Fam! How you?",not_hate
7512,"I actually never knew that was possible until LGR brought it up. Seems like a great way to ruin the park's reputation, though.",not_hate
17215,That's two but we'll take it !!!! LOL!!,not_hate
18195,Canadian Prime Minister Justin Trudeau is set to host a formal apology on behalf of Canada to “LGBTQ2” people.  http://www.breitbart.com/big-government/2017/11/21...,not_hate
12245,@shadesofsilver if you knew what I just wrote,not_hate
13539,Heather Mac Donald: 'Epidemic of Campus Rape Is Simply Hallucinatory' | Breitbart,not_hate
10465,"Well 5 times I’ve ask @twitter to explain my case for suspension from twitter, still not one bit of proof of anything just a generic email, fucking jokers ",not_hate
10847,"Yeah right.  The Russian oligarchs and Bibi have got this. Their ""Boy"" as they refer to him will win in 2020. Secret weapon is the Talpiot Program and Cambridge Analytica, psyop, con-op, full propaganda machine.",not_hate
17870,"Nikki Haley: Human Rights Council ‘Greatest Failure’ of the UN, Agenda is ‘Directed Against Israel’s Existence,’ 'A Cesspool of Political Bias' - Geller Report https://gellerreport.com/2018/07/unrwa-greatest-un-failure.html/",not_hate
9733,https://www.naturalnews.com/2018-08-23-dr-gabriel-cousens-warns-toxic-effects-of-5g-wireless.html#  ,not_hate
1904,ICE Officer Injured in Texas Shootout -- Suspect Killed http://bit.ly/2FxKjZN,not_hate
9095,"I want this to be true, but everyday I wake up and interact with the public at large. These people are clueless, they are happy to hear elevator music, sip latte, parrot talking points, and target Trump as if He is the greatest threat ever. They don't want change, they want comfy (white) spaces where they will not be challenged, whilst blaming ""whitey"".",not_hate
8408,WHAT UTTER BOLLOCKS ??>> SHOW ME THE PROOF ON THIS ONE FOLKS ???  ,not_hate
14872,But who is the real lunatic? The man who seeks to avoid land war with Russia or the man who calls for invading the whole Middle East in order to establish an empire?,not_hate
12323,"The sequel to 'The Long Black' is now available!'Black Holiday,' finds Morgan haunted by the pirate attack that nearly killed her. Taking some time off to visit her friend Emily, she is caught up in an assassination plot that is prelude to interstellar war...https://www.amazon.com/dp/B07C6C4Y8W #SciFi #Action #Books",not_hate
18510,"Picked up this great cookbook today, published c.1910, since I can never decide what to cook for supper 😊",not_hate
12764,"@support‍  I have a couple questions about the group I've made. Is there a way to give someone adminship in a group? If so, how? Is whatever we post in the group stay in the group, or is it also posted for everyone else that fallows me to see? Is it interchangeable?  Thank you for your time ^.^",not_hate
1142,I wouldn't even trust her with a chocolate bar X'D,not_hate
18291,"Eunice is SPOT ON! Obama I the President that BOWED to the emperor of Japan, the Kings of Jordan, and Saudi Arabia! This is the same president that DENIGRATED this country every chance he got!",not_hate
9098,will it work on our puter too? ,not_hate
1260,He hates our number one but loves our number two. ,not_hate
17276,"Normal. Lol. I miss the old days, when men married women, and watching 'Are you being served'. ",not_hate
7720,"You should chill with the tism, my bro.",not_hate
8359,You have to admit the Clinton's are problem solvers. If President Trump used their methods of damage control Mueller would not have anyone to target and he'd be pilloried in the press and media like Ken Star was.,not_hate
1937,Wait I can't follow myself?,not_hate
12462,"When you’re proven to be completely and utterly wrong, don’t immediately delete you’re account. ",not_hate
7109,Job posting these days,not_hate
11110,"Wait, where's the perjury?   ",not_hate
14874,"So much for diversity being a strength. Croatia 2, Englandistan 1.",not_hate
9122,"Unrest at the Hollywood Trump Star, AGAIN ",not_hate
12493,Not to mention total control over what content is published.,not_hate
9771,Im a lawyer. My contribution was policy and legal. The statistician did that bit. I’m just quoting his work. But I notice you aren’t arguing from any studies of your own. You have a lot of feels though.,not_hate
3150,"Boy, Oprah is taking lots of heat today. Check out the thread. https://twitter.com/Chicago1Ray/status/950498306085543936  Look at the thread.",not_hate
17843,"""agenda of the American empire for a long time...political and economic will in ...a take over the world type of agenda under the guise of goodwill, using MSM as an intelligence/brainwashing tool."" ",not_hate
17049,@SeptemberDox really great podcast!!!! just listened to blood and soiil one!,not_hate
6170,"🆘‼💩📲 #Italy: CCTV at the station in Monza films the moment when one of the many enriching illegal scum steals the smartphone from a young girl. Globalization easily explained: The mobile phone has not disappeared, it only has a new owner. https://t.co/Xy2YQGoQdA https://twitter.com/OnlineMagazin/status/1015257437740335106?s=17 ",not_hate
5383,There you go getting caught up in followers again.. need reassurance much? 👌😉 ,not_hate
16985,"@POTUS needs to stop listening to whoever is telling him not to fire Mueller. He not only needs to fire Mueller, STOP this Police State investigation, fire Rosentein, Wray and Sessions NOW. President is allowing himself to be bullied and needs to forcefully cut the head off the Deep State Snake NOW!",not_hate
14535,@Patrick_little‍  ,not_hate
8539,This has to stop!!! FIGHT BACK!,not_hate
533,I guess I am back... after 7 months,not_hate
13947,"What if...the government wanted to shut down the harvesting, the growing of dandelion? Why would they do that? ""Its a dangerous plant that can harm others when used inappropriately."" Wouldn't the country laugh? Its just a weed...and yet a ""weed"" was demonized...and now CBD oil is a thing.",not_hate
18324,"FISA Court judges are not just random wacko judges, they are appointed by the Chief Justice of the Supreme Court. Now I am sure that there are very Liberal Loyal Dims holding one or more of those judgeships, but, if the FISA Court is completely rotten like the top echelons of the FBI, then changes need to be made.",not_hate
1046,"https://www.therebel.media/uk_hate_preacher_anjem_choudary_being_freed_from_prison  this is a declaration of war on the British people, by our government.",not_hate
10980,"I made this composter out of a couple of old pallets, some lumber uprights and a few screws. Took me 2 hours and cost less than £5.",not_hate
5336,Did anyone go to the march today? How did it go?,not_hate
10449,Fla Lateresa Jones running 4 US Senate We need to stop Rick Scott Bill Nelson Write her in! To put your name on ballot you have 2 pay almost 11k! Please write her name in & end corruption & get people who care about us in! https://www.facebook.com/jonesforsenate/?hc_ref=ARRxgaAIJCEUDedQ1Xf2OPJHI9YdKH-zYqmHT0KGp36GkPjBdNQYjt646nY6mMOpwOI&fref=nf,not_hate
1730,"Ok, let us assume I was out of line in my response and that you were not insulting me in any way. Let us start out with you shining a light on the truth as you know it.  ",not_hate
6161,RT @NBCNews:  ,not_hate
13659,"that thing wasn't born, he was whelped",not_hate
15531,"Energy. (Not what Quantum Theory preaches).  Life is a part of nature.  Nature is created by energy.  O yes, they are connected.  As above, so below.  ",not_hate
7511,John Mayer Wants to Create a New 'Male Contract' Regarding Masculinity http://www.tmz.com/2018/10/08/john-mayer-alpha-male-toxic-masculinity-women/,not_hate
15644,"A sneak peek at the #1 pick for my 2020 campaign song.   If you have any other suggestions, post them to me.   I'll take all the credit - unless it backfires, then it's yours!   https://www.youtube.com/watch?v=XbOx8TyvUmI   #StrongerToGetHer",not_hate
18357,KekAntifa checking in,not_hate
2693,Neil Armstrong Movie Starring Canadian Ryan Gosling Doesn’t Feature planting of American Flag on Moon Surface #BoycottFirstMan https://www.breitbart.com/big-hollywood/2018/08/30...,not_hate
11449,"There's a *lot* of competition for Stupidest Meme on the Web, but I think Kim's right - this could well be it (read the whole thing, there's good stuff toward the end...) http://victorygirlsblog.com/stupid-meme-internet/",not_hate
14161,Battle of the Billboards: Pro-Lifers Fight Back against Pro-Abortion Advertising | BCN ,not_hate
5547,"While Angela Merkel is destroying Europe, you can thank her for saving America.",not_hate
17763,"It's a numbers game.  They do notice when they get a lot of calls on any issue, especially during an election year.  It takes NUMBERS!",not_hate
11466,@lisamei62‍  ,not_hate
3549,Direct Hard Money Lenders New York: https://alphafunding.com #Hard_Money_lenders_NJ #Direct_Hard_Money_Lenders_PA #Fix_and_Flip_Lenders_New_Jersey #Direct_Hard_Money_Lenders_NY #Fix_and_Flip_Lenders_New_York #Hard_Money_lenders_NY #Hard_Money_lenders_PA #Fix_and_Flip_Lenders_NJ,not_hate
10820,and this time it is not voluntary for the states,not_hate
2258,A girl and her side-by-side are inseparable.,not_hate
6942,Happy kids and a clean house. Best for your sanity... unhappy kids and/or a dirty house leads to depression and dysfunction. ,not_hate
1655,"Hey, a drop-in replacement kit for the C64 keyboard using Cherry MX switches (drop-in in the sense of what the modder accomplished; I gather you'd have to have the board printed yourself, etc): http://www.breadbox64.com/blog/c64-keyboard-protot...",not_hate
3971,"Colorado Defies Supreme Court Ruling, Punishing Christian Baker Jack Phillips Over Transgender Cake | CBN News ",not_hate
4366,"A marvelous day outside today. I can't help but be in a good mood and this 49 year old song just makes it a little bit better. I've been wanting to post this for about a month but it just didn't fit until today.  Boomers, enjoy! ",not_hate
3868,http://www.jmtmlocalcouriers.co.uk/local-courier-service-other-resources: JMTM Local Courier Services - Other useful resources from our business partners,not_hate
6696,"good night m'lady @Lilly, may your sleep come swiftly and may your dreams be sweet, blessings to you and yours",not_hate
18241,The world is a better & safer place now that McCain is enjoying his eternity in Hades.   Now if Satan could just call Ruth Bader Ginsberg home...,not_hate
10766,"I know I for one ""dream"" about being able to get a boat live on it as I go down the rivers of our great nation. LOL",not_hate
4602,:) Thank you!!,not_hate
15284,"Dr. Ford ""I want to be heard! I want to be heard! I want to be heard!"" ",not_hate
12388,If RNC Chairwoman (Mitt Romney's niece) isn't fired tomorrow the GOP isn't serious about winning the midterms.,not_hate
10188,Some of the shooter's facebook photos.,not_hate
361,Like people go there for the burgers??,not_hate
14950,LOL https://twitter.com/StephenMilIer/status/103352455...,not_hate
4793,"1/5 The reason that easily 10% of Mexican nationals reside illegally in the U.S. is that both Mexico & the US have long wanted it that was. As former Mexican President Felipe Calderón long ago explained, our two economies are complementary, Mexico supplying labor, the US capital. ",not_hate
12202,"I highly recommend this video for anyone who has any doubts about our God-given Right to Bear Arms, unregistered to any Government, if you're smart you'll keep you best well hidden & have some throwaways for the grabbers.  Not for the faint of heart.  https://youtu.be/mVs9psi_G5k",not_hate
15612,Episode 92 of Grace & Steel has been uploaded to Vid.me in three parts. TOPIC: A Consideration of Zoe Quinn's Memoir.    Part 1 https://vid.me/LTlzi   Part 2 https://vid.me/Dsy9B   Part 3 https://vid.me/yeDTg,not_hate
17924,"I am your superior. You will address me as ""Sir"" from now on",not_hate
15340,No one has truly lived until being expelled from #college. I have never been prouder. https://www.conservativereview.com/articles/steven-crowder-visit-depaul-university-now-ive-banned/,not_hate
15666,Purty words don't negate the idiocy of your philosophy.  And insulting me does nothing to further your case.,not_hate
14531,,not_hate
13210,"Romans 12:19 is my most quoted verse. When I become angry and vengeful towards evil, I stop and slowly quote it. PGIF! Hope you have a blessed Friday my brother!",not_hate
2647,"The U.K. never had free speech. That's one of the reasons for the ""North American Colonial Dustup"" of the late 18th century.  Seriously, there is no British constitution or laws that EVER guaranteed anything vaguely resembling the U.S. First Amendment. They are still subjects, just to their government bureaucracy instead of the Crown.",not_hate
1251,I'm not sure about this... - http://www.mcgeecompany.com/divisions/compressed-air-products/portable-diesel-compressors/ #Portable_Diesel_Compressors,not_hate
18301,"So basically what we knew All along ,for the most part. #memo",not_hate
17989,Nimrods in California are escorting them in.,not_hate
11608,"Leftists try to punish a female police officer. But the leftist Governor (Alckmin) has chosen not to lose votes in the current presidential election. And the ""media bought"" did not divulge the subject anymore.",not_hate
4274,https://www.youtube.com/watch?v=S3DhXcQepbY ,not_hate
10713,Time to sight them in and stock up on ammo ,not_hate
15942,http://www.butitta.com/services/automotive-repair-services - I'm not sure about this... #auto_repair_Rockford_IL #car_repair_Rockford #automotive_repairs_Rockford_IL,not_hate
13526,AMERICA'S UNENDING WAR: Peace in Syria Works Against the Strategic Interests of the United States. ,not_hate
93,National Socialist Korea...............Blood and Soil. ,not_hate
11448,"Jordan Peterson speaks truth, and that's such a threat to the left that I hope he's investing in personal security. http://thefederalist.com/2018/08/14/the-left-is-ac...",not_hate
4019,"Police is doing a large-scale international raid in four countries (Italy, Spain, France and Switzerland) of left wing extremists / Antifa for their actions during the G20 in Hamburg which left the city on fire and over 500 police officers injured. https://www.yahoo.com/news/german-police-raids-4-c...",not_hate
1990,Creative Journalism. #FakeNews,not_hate
11493,"DS 101-d - Cosmic Vortex #Process #Pic ©Robert T Leija - #Stipple #Creation #Pointillism #Pen #Ink #Artwork #Art #Leija #Traditional #Strange #Surreal #Weird - What goes in, must come out.",not_hate
8184,General Flynn deleted this tweet immediately after making it. ,not_hate
6704,Bruce Ohr will testify Thursday https://truepundit.com/disgraced-doj-organized-cri...,not_hate
1674,@admin PLEASE create mouse over profiles. Otherwise it is very time consuming to build your friends and Gab family,not_hate
12523,I have been banned off Twitter 4 times. I have served 3 - 30 Day Facebook bans. Big Tech censorship is real and soon they will just remove us!!! @RealAlexJones is not kidding ... fight now before they take us all down.,not_hate
17261,Gave him the ole 88?,not_hate
13240,Over 9000 Indictments as it stands so far  Check out @t193931’s Tweet: https://twitter.com/t193931/status/947592857258401792?s=09,not_hate
1386,@a nice place i actually feel comfortable being myself around here,not_hate
4436,"Schiffstain is the creepiest one though, eh",not_hate
1527,"When family leaves like this, they always take a peice of you with them, my only confort is that we all must walk that same road at one point.",not_hate
6897,And enjoy my iggy bin,not_hate
7391,#SurprisinglyPainless #MondayMotivation #TwitterExit #ForFreedom #MAGA COME JOIN @getongab FOLKS AMERICANS @Twitter USERS COME FOLLOW ME HERE > https://gab.ai/WashingtonDCTeaParty … … < @TWITTER WILL SOON BE OUT OF BUSINESS RUINED PUT OUT OF BUSINESS BY @JACK @TheDemocrats @GeorgeSoros,not_hate
12661,"I was on FB for a while to keep in touch with family, but decided it risky and supportive of stuff I'm against.",not_hate
10530,lol. There are some fine women doing historically-grounded philosophy. They tend not to get the attention that the hysterical ones do.,not_hate
11367,"The big problem here in Italy, for example, are the judges. All of them communists and they have a lot of power on the government. If they don't like someone, they ""create"" a case from zero... and our ""constitution"" was build by socialists after WWII... a bit of a headache!",not_hate
14730,Your rain is my snow!,not_hate
12035,#POTUS Donald J. Trump‏  @realDonaldTrump (WH Official Video) ,not_hate
1230,Trump warns Mueller team will interfere in midterms https://youtu.be/rrfpxILNvAk via @YouTube,not_hate
1336,"Chris Comatose !!! CNN, King of Fake !",not_hate
4018,"Heavy rainfall in Germany this morning led to flooded streets and took out fences in a Zoo in the state of Rhineland-Palatinate and now two lions, two tigers and one jaguar are on the loose and the authorities tell people to stay indoors until they're caught. A bear was already shot. https://www.bbc.com/news/world-europe-44332699",not_hate
2736,"Brett Kavanaugh, Trump’s Supreme Court Pick: Everything You Must Know https://www.lifezette.com/2018/07/brett-kavanaugh-trumps-supreme-court-pick-everything-you-need-to-know/",not_hate
2242,#IntroduceYourself (part 1) I am a Trump supporter and supporter of the Contstitution. I consider myself a Libertarian who leans Conservative. I work as a Software Engineer looking for any side work to build my skill set.,not_hate
4953,WOMP WOMP! Geraldo Rivera dumps ice cold water on Cohen bringing Trump down and the Resistance CAN'T DEAL https://t.co/U4t2OoAC2p,not_hate
1780,#shenmue,not_hate
868,"Breaking... Senate Judiciary Committee Republicans are set to vote Friday morning at 9:30 ET, as Kavanaugh has the votes. ",not_hate
3227,"By Chris Tomlinson for Breitbart London: ""Berlin teachers complain of 'religious bullying' from Muslim students.""",not_hate
337,love at first sight as it were...,not_hate
13378,Just add rags and a sheep.,not_hate
10391,🄻🄾🅂🅃 🄱🄾🅈🅂 http://thezman.com/wordpress/?p=14817  via @TheZBlog,not_hate
7981,Peaceful....,not_hate
17980,Sounds like a threat 2 me....hopefully I am wrong but it sounds like a possible assassination attempt to me... ,not_hate
17214,Day 430 ,not_hate
7690,WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW  ,not_hate
6476,#MAGA #RedWaveRising2018 Bill Seeks To Block Federal Dollars Backing Any Gun Registration Scheme https://bearingarms.com/tom-k/2018/06/27/bill-seeks-block-federal-dollars-backing-gun-registration-scheme/ via @BearingArmsCom,not_hate
15175,"This is very much true. The promise of the internet is that is was a 'World of Ends' where everyone was equal. But today it's mostly walled-garden data silios like Facebook, Google, Apple etc.    The irony of Apple's 1984 ad is that today Apple is Big Brother.",not_hate
14802,Right on cue: New York Times says Trump likely to face immediate legal challenge over EO https://t.co/EgDnrfY3Q2,not_hate
14387,I'd only add two things under freedom of speech something about protecting against the sjw lynch mobs which don't rely on a government and something about a separation of ideology and state,not_hate
13082,"I thank you, and praise you, God of my fathers, who has given me wisdom and might, and has now made known to me what we desired of you; for you have made known to us the king's matter.' Dan 2:23 NHEB #Prayer",not_hate
433,"All the best, every day.  Memes, memes, and more memes. https://gab.ai/groups/e1b2efa5-abb8-4cd6-a37d-50f1dba0d6c0",not_hate
1789,Wonder if they revoked his security clearance,not_hate
9839,I wonder if he was yelling 'Allah's snack bar' as he ran the stop sign at 90 mph. ,not_hate
9469,Alps Ink Cartridge for Md Series Printer (Magneta) https://www.amazon.com/dp/B0000511C8?m=A3SG5VL3M26...,not_hate
8024,Blazing Asteroid Hits Earth-Sonic Fireball Explosion over Asia. Violent Volcanic Eruption Buries Town: https://youtu.be/gNAr8C-1A_k via @YouTube ,not_hate
8939,The Happy Feinstein..,not_hate
10445,"That Tesla's failures are news may be mean, and encouraged by the big car companies too. They're heavily invested in their current tooling, and often minimize innovation over costs. That's why Tesla is the first American car company to use an aluminum body, something i approve of. ",not_hate
8319,"Uncanny how she has vivd memories of details, but remembers nothing about any of the details Kavanaugh could contest like date, time, and place.",not_hate
18439,lmao boys seems like I finally got suspended permanently on Twitter,not_hate
11388,"Gonna re-up, for the heck of it, mostly just a test of what I can or can't rip. ",not_hate
2391,"You are right, we need 3rd great awakening",not_hate
8609,#Deutsch ,not_hate
17637,"Wasn't DACA itself un-constitutional!?  Basically, Obama decided to usurp Congressional authority through presidential decree (which he did NOT have the power to do!).  Now the left is arguing that overturning this un-constitutional act is illegal!  If they want this, maybe they should use their authority to pass a law or something.",not_hate
6573,I make music... ,not_hate
13574,"LIVE - Trump looked directly into the camera and said, to the audience watching at home, ""You can be anything. You can achieve anything. You can accomplish anything.""  #infowars #SOTU",not_hate
5214,IT'S IN THE WORKS !,not_hate
14093,"Been a few busy days, moving into new house, I think I have all the infrastructure and utilities set up now.. directv, power, water, garbage, propane tank filled, internet, 5TB home NAS set up, gaming+laptop computers, HT setup with dtv, BD and XBone, new harmony elite remote, exhausted but good I think for now.",not_hate
4784,2/2 ,not_hate
18503,https://www.telegraph.co.uk/politics/2018/08/17/ti...  About bloody time ...welcome back #NigelFarage  #Brexit #BritFam #SpeakFreely,not_hate
7293,Quite an accurate description really isn't it?,not_hate
12766,You're invited to read (It's short) and comment there.  Ron's Political Roundup for Arizona is up: ,not_hate
353,"A bit of culture for you all, Maori metal... https://youtu.be/Lx_xGv70Yyo",not_hate
10624,"You thought wrong. Disclaimer: This is not financial advice, Smart money buy low and sell high. Soon all will follow the people who know what is really happening as they flight out of FIAT to other assets that can hold value and Bitcoin is one of them. They keep it low to hoard up much, then BOOM!",not_hate
12419,Thx big Jim! Hope you're having a fantastic weekend with family too!,not_hate
2227,Aleeeeeeesa is unhinged a bit,not_hate
14264,"i'd never really understood why people got so excited when they described their attraction to someone as ""magnetic"" ...  ",not_hate
3885,Quote of the Day ,not_hate
16777,#GabFam -- My Photo: https://www.viewbug.com/photo/77042273 -- chemtrails are poison. The sky is always full of them. Makes me want to rage on someone. What the hell?! #Photography #ChemtrailsArePoison #BreathingDeath,not_hate
16282,The real gun problem? Too few people carry one.,not_hate
7750,"A 'friend who lies"" is no friend.",not_hate
15724,"Yes, and we Americans have no reason to apologize for that.",not_hate
2144,The Great Pretender The Platters (1955) https://youtu.be/3IrN2oRRCH8,not_hate
5701,Tune into the livestream!,not_hate
10177,A roth is a roth is a roth  https://www.dailydot.com/layer8/qanon-the-storm/,not_hate
18565,@TomJefferson1976  ,not_hate
8619,HighImpactFlix Channel has Been Terminated - Here's What We Gonna Do. https://www.youtube.com/watch?v=odtr6K1ACjo Comment (attached image).,not_hate
10258,Looks like Karma to me. If only Hillary had been there....*sigh*,not_hate
11286,@indy_wars is AT THE RALLY 👏👏🇺🇸😎,not_hate
7425,"The main reason for this is the rewriting of societal norms, but I'm sure you already knew that. ",not_hate
18251,*First time shooting (lefty) Why are you digging thru my TL? ...You don't even follow me.,not_hate
12592,"I had to make sure. A woman's yes is yes, and her no is no.",not_hate
3677,"Rubin should not talk about ""the ugly face""",not_hate
9269,"Yeah, my mind is shot. SO much news for so many days, and I'm running short on brain cycles. :-)",not_hate
7460,"We're not going to win the culture war by aping Hollywood. ""In order to win, we have to create our culture anew, with deep meaning and reference and reverence for our oldest history while simultaneously transcending it."" Full Article: https://www.whiteartcollective.com/blog/we-need-more-right-wing-movies-but-not-like-this",not_hate
